MovieID,Title,Genres,ImdbID,Links,title,year,description,duration,director,writer,stars,ratings
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,https://www.imdb.com/title/tt0114367/,Screamers,1995,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.",1h 48m,['Christian Duguay'],"['Philip K. Dick', ""Dan O'Bannon"", 'Miguel Tejada-Flores']","['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin']",6.3
77,Nico Icon (1995),Documentary,113973,https://www.imdb.com/title/tt0113973/,Nico Icon,1995,"A look into the many lives of Christa PÃ¤ffgen, otherwise known as Nico; from cutie German mÃ¤dchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",1h 7m,['Susanne Ofteringer'],['Susanne Ofteringer'],"['Nico', 'Tina Aumont', 'Christian PÃ¤ffgen']",7.2
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,https://www.imdb.com/title/tt0112744/,The Crossing Guard,1995,Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.,1h 51m,['Sean Penn'],['Sean Penn'],"['Jack Nicholson', 'David Morse', 'Anjelica Huston']",6.3
79,"Juror, The (1996)",Drama|Thriller,116731,https://www.imdb.com/title/tt0116731/,The Juror,1996,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.,1h 58m,['Brian Gibson'],"['George Dawes Green', 'Ted Tally']","['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt']",5.7
80,"White Balloon, The (Badkonake Sefid ) (1995)",Children|Drama,112445,https://www.imdb.com/title/tt0112445/,The White Balloon,1995,Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.,1h 25m,['Jafar Panahi'],"['Abbas Kiarostami', 'Jafar Panahi', 'Parviz Shahbazi']","['Aida Mohammadkhani', 'Mohsen Kafili', 'Fereshteh Sadre Orafaiy']",7.6
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,114660,https://www.imdb.com/title/tt0114660/,Things to Do in Denver When You're Dead,1995,Five different criminals face imminent death after botching a job quite badly.,1h 55m,['Gary Fleder'],['Scott Rosenberg'],"['Andy Garcia', 'Christopher Walken', 'Christopher Lloyd']",6.8
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,https://www.imdb.com/title/tt0112379/,Antonia's Line,1995,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",1h 42m,['Marleen Gorris'],['Marleen Gorris'],"['Willeke van Ammelrooy', 'Jan Decleir', 'Veerle van Overloop']",7.4
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,https://www.imdb.com/title/tt0114039/,Once Upon a Time... When We Were Colored,1995,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,1h 55m,['Tim Reid'],"['Clifton L. Taulbert', 'Paul W. Cooper']","['Al Freeman Jr.', 'Phylicia Rashad', 'Leon']",7.4
84,Last Summer in the Hamptons (1995),Comedy|Drama,113612,https://www.imdb.com/title/tt0113612/,Last Summer in the Hamptons,1995,"This moving story was the swan song of actress Viveca Lindfors, who died unexpectedly soon after completing it. It's a fitting tribute, as the film explores the last performance in the ancestral home of a large family of actors.",1h 48m,['Henry Jaglom'],"['Henry Jaglom', 'Victoria Foyt']","['Victoria Foyt', 'Viveca Lindfors', 'Jon Robin Baitz']",5.7
85,Angels and Insects (1995),Drama|Romance,112365,https://www.imdb.com/title/tt0112365/,Angels and Insects,1995,In the 1800s a naturalist marries into a family of British country gentry.,1h 56m,['Philip Haas'],"['A.S. Byatt', 'Belinda Haas', 'Philip Haas']","['Mark Rylance', 'Kristin Scott Thomas', 'Patsy Kensit']",6.8
86,White Squall (1996),Action|Adventure|Drama,118158,https://www.imdb.com/title/tt0118158/,White Squall,1996,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,2h 9m,['Ridley Scott'],"['Charles Gieg Jr.', 'Felix Sutton', 'Todd Robinson']","['Jeff Bridges', 'Caroline Goodall', 'John Savage']",6.6
87,Dunston Checks In (1996),Children|Comedy,116151,https://www.imdb.com/title/tt0116151/,Dunston Checks In,1996,A young boy befriends a larcenous orangutan in a luxury hotel.,1h 28m,['Ken Kwapis'],"['John Hopkins', 'Bruce Graham']","['Jason Alexander', 'Faye Dunaway', 'Eric Lloyd']",5.3
88,Black Sheep (1996),Comedy,115697,https://www.imdb.com/title/tt0115697/,Black Sheep,1996,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,1h 27m,['Penelope Spheeris'],['Fred Wolf'],"['Chris Farley', 'David Spade', 'Tim Matheson']",6.2
89,Nick of Time (1995),Action|Thriller,113972,https://www.imdb.com/title/tt0113972/,Nick of Time,1995,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",1h 30m,['John Badham'],['Patrick Sheane Duncan'],"['Johnny Depp', 'Christopher Walken', 'Courtney Chase']",6.3
90,"Journey of August King, The (1995)",Drama,113490,https://www.imdb.com/title/tt0113490/,The Journey of August King,1995,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in April 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need for the coming year. On his journey, he comes upon a run-away slave, a 17 year old young woman and August King must decide to viol... Read all",1h 31m,['John Duigan'],['John Ehle'],"['Jason Patric', 'Thandiwe Newton', 'Larry Drake']",6.5
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,https://www.imdb.com/title/tt0117002/,Mary Reilly,1996,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",1h 48m,['Stephen Frears'],"['Valerie Martin', 'Christopher Hampton']","['Julia Roberts', 'John Malkovich', 'George Cole']",5.8
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,https://www.imdb.com/title/tt0114825/,Vampire in Brooklyn,1995,"A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings.",1h 40m,['Wes Craven'],"['Eddie Murphy', 'Vernon Lynch', 'Charlie Murphy']","['Eddie Murphy', 'Angela Bassett', 'Allen Payne']",4.6
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,https://www.imdb.com/title/tt0115639/,Beautiful Girls,1996,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,1h 52m,['Ted Demme'],['Scott Rosenberg'],"['Matt Dillon', 'Timothy Hutton', 'Noah Emmerich']",7.1
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,https://www.imdb.com/title/tt0115759/,Broken Arrow,1996,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,1h 48m,['John Woo'],['Graham Yost'],"['John Travolta', 'Christian Slater', 'Samantha Mathis']",6.1
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,https://www.imdb.com/title/tt0113403/,A Midwinter's Tale,1995,"A group of theater actors plays ""Hamlet"" in a provincial village, faced with their own temptations, disappointments, and joys.",1h 39m,['Kenneth Branagh'],['Kenneth Branagh'],"['Michael Maloney', 'Richard Briers', 'Hetta Charnley']",7.2
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,https://www.imdb.com/title/tt0113247/,La Haine,1995,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,1h 38m,['Mathieu Kassovitz'],['Mathieu Kassovitz'],"['Vincent Cassel', 'Hubert KoundÃ©', 'SaÃ¯d Taghmaoui']",8.1
98,Shopping (1994),Action|Thriller,111173,https://www.imdb.com/title/tt0111173/,Shopping,1994,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds! This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry.'",1h 27m,['Paul W.S. Anderson'],['Paul W.S. Anderson'],"['Sadie Frost', 'Jude Law', 'Sean Pertwee']",5.4
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,https://www.imdb.com/title/tt0113283/,Heidi Fleiss: Hollywood Madam,1995,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fle... Read all",1h 46m,['Nick Broomfield'],[],"['Nick Broomfield', 'Nina Xining Zuo', 'Madam Alex']",6.6
100,City Hall (1996),Drama|Thriller,115907,https://www.imdb.com/title/tt0115907/,City Hall,1996,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",1h 51m,['Harold Becker'],"['Ken Lipper', 'Paul Schrader', 'Nicholas Pileggi']","['Al Pacino', 'John Cusack', 'Bridget Fonda']",6.2
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,https://www.imdb.com/title/tt0115734/,Bottle Rocket,1996,Three friends plan to pull off a simple robbery and go on the run.,1h 31m,['Wes Anderson'],"['Owen Wilson', 'Wes Anderson']","['Luke Wilson', 'Owen Wilson', 'Ned Dowd']",6.9
102,Mr. Wrong (1996),Comedy,117102,https://www.imdb.com/title/tt0117102/,Mr. Wrong,1996,"A lonely single woman finds the seemingly-perfect man to date, but soon regrets it when his deranged, possessive other personality emerges and she cannot convince anyone else of his Jekyll-and-Hyde true nature.",1h 36m,['Nick Castle'],"['Chris Matheson', 'Kerry Ehrin', 'Craig Munson']","['Ellen DeGeneres', 'Bill Pullman', 'Joan Cusack']",3.8
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,https://www.imdb.com/title/tt0118040/,Unforgettable,1996,"A medical examiner, who was suspected of murdering his wife, is trying an experimental drug to retrieve his wife's and others' memory and maybe find the killer and the mass murderer in a related present case.",1h 57m,['John Dahl'],['Bill Geddie'],"['Ray Liotta', 'Linda Fiorentino', 'Peter Coyote']",6.0
104,Happy Gilmore (1996),Comedy,116483,https://www.imdb.com/title/tt0116483/,Happy Gilmore,1996,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,1h 32m,['Dennis Dugan'],"['Tim Herlihy', 'Adam Sandler']","['Adam Sandler', 'Christopher McDonald', 'Julie Bowen']",7.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,https://www.imdb.com/title/tt0112579/,The Bridges of Madison County,1995,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,2h 15m,['Clint Eastwood'],"['Richard LaGravenese', 'Robert James Waller']","['Clint Eastwood', 'Meryl Streep', 'Annie Corley']",7.6
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,https://www.imdb.com/title/tt0110251/,Nobody Loves Me,1994,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that sh... Read all",1h 44m,['Doris DÃ¶rrie'],['Doris DÃ¶rrie'],"['Maria Schrader', 'Pierre Sanoussi-Bliss', 'Michael von Au']",7.1
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,https://www.imdb.com/title/tt0117110/,Muppet Treasure Island,1996,The Muppets' twist on the classic tale.,1h 39m,"['Brian Henson', 'David Lane']","['Robert Louis Stevenson', 'Jerry Juhl', 'Kirk R. Thatcher']","['Tim Curry', 'Billy Connolly', 'Jennifer Saunders']",6.9
108,Catwalk (1995),Documentary,112646,https://www.imdb.com/title/tt0112646/,Catwalk,1995,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's unveilings to another. Extended footage looks at Versace and Armani in Milan, Galliano, Gaultier, and Langerfeld in Paris, and Isaac Mizrahi in New York. With Kate Moss, Naomi Campb... Read all",1h 35m,['Robert Leacock'],[],"['Christy Turlington', 'Azzedine AlaÃ¯a', 'Giorgio Armani']",6.9
110,Braveheart (1995),Action|Drama|War,112573,https://www.imdb.com/title/tt0112573/,Braveheart,1995,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,2h 58m,['Mel Gibson'],['Randall Wallace'],"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan']",8.4
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,https://www.imdb.com/title/tt0075314/,Taxi Driver,1976,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",1h 54m,['Martin Scorsese'],['Paul Schrader'],"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd']",8.3
112,Rumble in the Bronx (1995),Action|Adventure|Comedy|Crime,113326,https://www.imdb.com/title/tt0113326/,Rumble in the Bronx,1995,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,1h 27m,['Stanley Tong'],"['Edward Tang', 'Fibe Ma']","['Jackie Chan', 'Anita Mui', 'FranÃ§oise Yip']",6.7
113,Before and After (1996),Drama|Mystery,115645,https://www.imdb.com/title/tt0115645/,Before and After,1996,Two parents deal with the effects when their son is accused of murdering his girlfriend.,1h 48m,['Barbet Schroeder'],"['Rosellen Brown', 'Ted Tally']","['Meryl Streep', 'Liam Neeson', 'Edward Furlong']",6.1
114,Margaret's Museum (1995),Drama,113774,https://www.imdb.com/title/tt0113774/,Margaret's Museum,1995,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.",1h 54m,['Mort Ransen'],"['Sheldon Currie', 'Gerald Wexler', 'Mort Ransen']","['Helena Bonham Carter', 'Kate Nelligan', 'Clive Russell']",7.2
116,Anne Frank Remembered (1995),Documentary,112373,https://www.imdb.com/title/tt0112373/,Anne Frank Remembered,1995,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",1h 57m,['Jon Blair'],"['Jon Blair', 'Anne Frank']","['Kenneth Branagh', 'Glenn Close', 'Janny Brandes-Brilslijper']",8.1
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,https://www.imdb.com/title/tt0115033/,The Young Poisoner's Handbook,1995,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment i... Read all",1h 39m,['Benjamin Ross'],"['Jeff Rawle', 'Benjamin Ross']","[""Hugh O'Conor"", 'Antony Sher', 'Tobias Arnold']",7.0
